a, 0.4466612972194789, 0.487313437089651
a, 0.6370915268996702, 0.7841207711330923
b, 0.058029925276784855, 0.16111465356932309
b, 0.6717844352825499, 0.883823765235798
b, 0.9794090336768521, 0.6937945370660749
a, 0.8142581163827673, 0.5159994895196308
a, 0.7826632237820407, 0.3053224114083216
a, 0.39048513852357125, 0.013686141528741702
b, 0.827869518860245, 0.2320472275820752
b, 0.31789136134072016, 0.6939101295614682
a, 0.9933730292945898, 0.7062947383691129
a, 0.48391005934131837, 0.32803427389922823
a, 0.5675458350565824, 0.9574228837025204
b, 0.2615226050994154, 0.18155586718044592
b, 0.8621420221395715, 0.9433136948637714
b, 0.054456871000946316, 0.7503387076383681
a, 0.8264120813953575, 0.67983788287267
b, 0.9598271311431383, 0.6409156023679209
b, 0.7756048043015459, 0.6519301827244345
a, 0.28415604801160255, 0.2344880529402823
b, 0.835898950689758, 0.06487311633750048
a, 0.46030687209666143, 0.11326399664424935
a, 0.16520982132493978, 0.027927768478715698
a, 0.6598676904292422, 0.9817150250098766
a, 0.0740717206750976, 0.33832500822431655
b, 0.9029676710498448, 0.5030024915250589
a, 0.7025532052130951, 0.4610909088128554
a, 0.6824079260122433, 0.027781390352196955
a, 0.6195576326420229, 0.4918711688634546
a, 0.11992868572923165, 0.1137360040308949
a, 0.8882978066909579, 0.49265684246834407
a, 0.8491119392385542, 0.4145341797086468
a, 0.3631998155309043, 0.00610561340614213
b, 0.21938680435481206, 0.8196109211026683
a, 0.4128940496155882, 0.278220017637573
a, 0.7090685734527787, 0.6109709031191622
b, 0.5502507694735901, 0.8653330948702488
b, 0.32133525553726194, 0.6961606026670188
a, 0.6836257558510598, 0.9729091064892291
a, 0.62978813067053, 0.9037790726045889
b, 0.8151296517930671, 0.1306115028119812
a, 0.8210990039390766, 0.1332069604582996
a, 0.7184857913202091, 0.21555805046496546
b, 0.6294681995758002, 0.9809601194548404
a, 0.1307346643409255, 0.522669475617041
a, 0.5436786482520054, 0.8732867296945802
a, 0.8376821566706584, 0.7524480468948145
a, 0.22362705720322584, 0.9952265727794365
b, 0.3375583076572348, 0.0753730897506053
b, 0.5252550859074487, 0.7213078155084807
b, 0.17855546521775445, 0.12107168250506073
a, 0.19866176336810448, 0.5508696084467007
a, 0.3381830961375937, 0.27637266220434453
b, 0.11588362440046907, 0.10130187714985306
a, 0.4452534997998485, 0.8206562201625658
b, 0.05995790345389018, 0.3539970812293034
a, 0.8304637130404596, 0.3248107405419678
b, 0.8973575772363148, 0.3490590236795158
b, 0.11738758564488616, 0.18206249383784812
a, 0.689273177815298, 0.2708899490852712
a, 0.8538226833038968, 0.3107460970390542
b, 0.18328238460363155, 0.3849387235035211
a, 0.13616896316146954, 0.2420099408012365
a, 0.05246708510553488, 0.34528900796597206
a, 0.27228637559798285, 0.3036410720535623
a, 0.670717716532045, 0.8781108605430008
a, 0.7977066572396069, 0.13523259249928887
a, 0.6958265223077454, 0.22538418614171774
a, 0.22863636981823887, 0.3921121394184336
b, 0.20683916012633075, 0.6313221100378322
a, 0.6856818764188792, 0.31993838618739245
a, 0.6742457595347213, 0.7765034026663765
a, 0.9310817090146121, 0.17035386548073794
b, 0.5756301728530026, 0.5344490383495913
b, 0.30240569711243637, 0.4185838354823138
b, 0.39553127705424984, 0.8320424562985229
b, 0.2648721494737073, 0.6637647694199613
b, 0.9148242391564624, 0.5386231206692733
a, 0.08710934147248217, 0.8331299500188324
b, 0.8385191378958914, 0.08092279506897027
b, 0.704607791313179, 0.7736985511172366
b, 0.6617089354894288, 0.6572080243796975
a, 0.23733141460635332, 0.7894092446107844
a, 0.3178748580482692, 0.7107905479172252
a, 0.3291485877896587, 0.5590833399623831
a, 0.5170248545228774, 0.6563009570534935
a, 0.2090953920017129, 0.4692413840931082
a, 0.05912711806229154, 0.3084204547573861
a, 0.5144192720272153, 0.9693717168156383
b, 0.21054780013448104, 0.606369688338552
a, 0.9630936239805965, 0.7229988073823329
a, 0.2576860760161923, 0.0519315420359705
a, 0.23981496275084446, 0.8078373276626802
b, 0.8193381733706069, 0.2165153323784702
b, 0.8896294676405752, 0.7278606117021214
b, 0.47917816200952235, 0.6284502083131751
a, 0.3956391584486988, 0.44607336598562664
a, 0.5428943189917104, 0.7354564792773798
b, 0.6550144334539169, 0.5969713835127487
b, 0.5066708110573463, 0.08372023838975096
